Builder, Her Voice - Headhunterz Remix, 2009, https://open.spotify.com/track/12FwJBQbg71k7EMPz7aHlj
Anderex&&Restricted, WTF?, 2025, https://open.spotify.com/track/5DaHRGpgfmx7mcCYrXmlxT
B-Front&&Phuture Noize, Polestar, 2024, https://open.spotify.com/track/4IQRBdStUUgT2dExFKQYsN
Headhunterz, Live Forever, 2024, https://open.spotify.com/track/5DYMuWtQyr1J9Af0SMrDz8
